Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Cover_Type,Soil_Type,Wilderness_Area,Hillshade
483,2909,212,6,212,50,4092,3586,2,30,1,3pm
484,2910,198,5,234,51,4063,3556,2,30,1,9am
485,3011,108,10,212,36,2912,6632,1,29,1,Noon
486,2998,68,8,124,23,2987,6557,1,29,1,3pm
487,3011,263,12,674,111,5753,4386,2,29,1,9am
488,3008,24,12,309,36,5353,3950,1,20,1,Noon
489,3004,18,10,192,29,5232,3899,1,29,1,3pm
490,3031,81,6,513,27,5542,4002,1,29,1,9am
491,2939,288,5,379,39,5448,4506,2,29,1,Noon
492,2949,277,12,437,49,5506,4471,2,29,1,3pm
493,3028,323,9,242,53,5079,3771,1,29,1,9am
494,2900,315,1,90,0,5152,4667,2,16,1,Noon
495,2932,96,7,247,17,3861,5585,2,29,1,3pm
496,2909,72,5,324,5,4554,5006,2,19,1,9am
497,2909,0,3,350,5,4582,4985,2,19,1,Noon
498,2900,180,3,300,-2,4725,4880,2,8,1,3pm
499,2867,143,12,437,114,3363,2963,2,12,1,9am
500,3047,356,10,618,75,5664,3811,1,29,1,Noon
501,2617,15,14,30,0,1652,1383,2,29,1,3pm
502,2998,340,7,108,16,2978,6224,2,29,1,9am
503,2962,276,7,497,47,3610,5658,2,20,1,Noon
504,2759,160,12,120,35,2782,2462,2,30,1,3pm
505,2646,9,33,60,9,1771,1518,2,29,1,9am
506,3027,217,17,700,127,5844,4011,2,29,1,Noon
507,2963,121,13,175,0,4557,3360,2,29,1,3pm
508,2919,117,15,175,33,4375,3311,1,29,1,9am
509,2690,343,24,120,34,1816,1645,2,29,1,Noon
510,2660,3,9,297,60,1307,1249,2,29,1,3pm
511,2955,235,21,451,55,5590,4074,2,29,1,9am
512,2953,120,13,134,3,4518,3297,2,29,1,Noon
513,2887,124,17,95,13,4252,3273,1,29,1,3pm
514,3014,338,8,150,23,2888,6169,2,29,1,9am
515,2995,62,11,484,17,3209,5849,1,29,1,Noon
516,2965,142,6,0,0,4778,3283,1,29,1,3pm
517,2982,47,9,437,-7,3387,5641,2,20,1,9am
518,2739,311,10,270,80,1765,1742,2,29,1,Noon
519,2983,5,5,400,-6,3406,5600,2,20,1,3pm
520,2916,243,3,335,16,5442,4030,2,23,1,9am
521,3047,135,3,932,141,5900,3591,1,29,1,Noon
522,2751,270,2,0,0,3068,2912,1,23,1,3pm
523,2690,318,7,514,78,967,1310,2,12,1,9am
524,2599,89,10,30,-1,558,1233,2,20,1,Noon
525,2919,264,7,408,19,5490,3945,2,29,1,3pm
526,2975,253,12,616,59,5780,3739,2,29,1,9am
527,2617,83,9,127,16,573,1290,2,12,1,Noon
528,2574,92,7,0,0,408,1318,2,20,1,3pm
529,2939,19,11,60,7,3980,5016,2,20,1,9am
530,2915,45,10,60,0,4397,3018,1,29,1,Noon
531,2765,41,5,0,0,3263,3107,1,23,1,3pm
532,2784,348,13,170,37,2758,2687,2,29,1,9am
533,2850,108,22,42,14,3976,2971,1,30,1,Noon
534,2919,236,7,350,16,5470,3853,2,23,1,3pm
535,2995,233,14,638,89,5932,3487,2,29,1,9am
536,2817,32,15,390,74,2561,2613,2,29,1,Noon
537,2932,18,2,485,13,4326,4597,2,23,1,3pm
538,2826,11,7,366,73,2648,2704,2,29,1,9am
539,2795,47,10,451,95,2260,2389,2,29,1,Noon
540,2760,62,5,547,66,1842,2079,2,12,1,3pm
541,2700,76,9,433,-15,1124,1691,2,12,1,9am
542,3001,238,9,592,92,5966,3379,2,29,1,Noon
543,2699,165,3,390,2,908,1670,2,12,1,3pm
544,2730,79,6,270,14,1353,1883,2,12,1,9am
545,2655,82,8,384,104,607,1634,2,12,1,Noon
546,2644,46,14,319,93,518,1624,2,12,1,3pm
547,2998,252,12,553,89,5940,3271,2,29,1,9am
548,2854,28,8,446,99,2791,2912,2,12,1,Noon
549,2809,63,8,458,36,2251,2486,2,12,1,3pm
550,2633,94,19,258,82,454,1651,2,12,1,9am
551,2588,152,10,182,47,277,1654,2,30,1,Noon
552,2811,84,10,433,38,2250,2506,2,12,1,3pm
553,2926,208,15,300,20,5633,3446,2,23,1,9am
554,2839,71,14,488,66,2370,2616,2,12,1,Noon
555,2689,179,11,210,2,932,1851,2,30,1,3pm
556,3015,66,19,335,22,3777,4847,2,29,1,9am
557,2995,62,14,362,5,3836,4795,2,29,1,Noon
558,2938,159,7,285,22,4891,2656,2,30,1,3pm
559,2929,130,8,150,17,4651,2590,2,22,1,9am
560,2851,107,11,458,78,2402,2698,2,30,1,Noon
561,2949,122,14,379,28,5131,2714,2,22,1,3pm
562,2596,33,14,335,66,150,1321,2,29,1,9am
563,2939,45,8,306,26,4602,4080,2,29,1,Noon
564,2805,44,17,170,32,1902,2436,2,12,1,3pm
565,3074,52,9,42,4,3105,5353,1,29,1,9am
566,2932,54,16,283,119,3578,2418,2,29,1,Noon
567,2868,29,20,95,33,3369,2468,1,23,1,3pm
568,2864,128,8,451,63,2741,2713,2,12,1,9am
569,2946,352,14,170,35,4298,2352,2,30,1,Noon
570,3021,25,12,564,21,3847,4662,1,29,1,3pm
571,3018,49,14,631,22,3936,4569,2,29,1,9am
572,2863,193,6,390,62,2869,2577,2,12,1,Noon
573,2978,156,6,524,61,5532,2688,2,30,1,3pm
574,2945,63,12,324,110,3561,2278,2,29,1,9am
575,2618,7,18,170,47,458,1866,2,29,1,Noon
576,2968,120,9,365,51,5386,2557,2,30,1,3pm
577,2734,93,5,277,16,1645,2445,2,12,1,9am
578,2728,83,11,277,19,1587,2416,2,12,1,Noon
579,2762,190,5,30,-3,1972,2647,2,30,1,3pm
580,2922,270,5,120,9,4843,3582,2,23,1,9am
581,2926,61,11,90,9,5123,2375,2,19,1,Noon
582,2962,346,6,518,45,5549,2514,2,30,1,3pm
583,2624,183,27,60,22,1195,2374,2,30,1,9am
584,2917,107,5,210,33,3413,2125,2,12,1,Noon
585,2644,345,3,85,-4,509,1426,2,12,1,3pm
586,2645,45,4,134,-3,467,1368,2,12,1,9am
587,3024,24,16,297,26,4116,4161,1,29,1,Noon
588,2651,40,14,242,4,641,1783,2,12,1,3pm
589,2936,231,7,285,30,5773,2571,2,30,1,9am
590,2813,127,14,60,12,2845,2313,5,29,1,Noon
591,2617,344,19,30,6,1307,2506,2,29,1,3pm
592,2952,281,5,212,33,4824,2022,2,29,1,9am
593,2968,286,17,283,41,4735,1992,2,29,1,Noon
594,2992,228,6,458,79,4439,1919,2,12,1,3pm
595,2976,124,9,277,39,4173,1891,2,12,1,9am
596,2796,131,9,0,0,2794,2323,5,29,1,Noon
597,2955,311,9,421,49,5660,2428,2,30,1,3pm
598,2917,175,13,30,0,3707,1907,1,12,1,9am
599,2821,72,20,90,20,2889,2247,5,29,1,Noon
600,2794,179,20,124,29,2629,2408,2,30,1,3pm
601,2661,266,4,67,4,631,1499,2,23,1,9am
602,2793,119,17,30,-2,2810,2274,5,29,1,Noon
603,2976,315,19,319,58,4779,1917,2,29,1,3pm
604,2807,115,21,85,11,2876,2215,5,29,1,9am
605,3109,87,13,446,16,3469,4669,2,29,1,Noon
606,3109,53,7,362,42,3774,4310,1,29,1,3pm
607,2792,109,19,67,8,2856,2208,5,29,1,9am
608,2775,121,16,30,-3,2799,2244,5,29,1,Noon
609,3113,14,13,376,23,3684,4380,1,29,1,3pm
610,2919,341,9,467,3,4830,3187,1,23,1,9am
611,2757,129,12,0,0,2751,2259,5,29,1,Noon
612,2952,41,14,335,13,4604,3375,1,23,1,3pm
613,2764,91,15,42,7,2789,2216,5,29,1,9am
614,2753,109,19,60,-3,2771,2213,5,29,1,Noon
615,2744,122,19,30,1,2742,2232,5,29,1,3pm
616,2736,138,18,0,0,2714,2252,5,29,1,9am
617,2954,156,10,301,79,4308,1657,2,12,1,Noon
618,2662,138,23,30,8,2173,2588,2,16,1,3pm
619,2988,69,14,228,3,4298,3596,2,20,1,9am
620,2965,72,14,361,6,4509,3383,2,29,1,Noon
621,2663,118,21,30,11,2214,2546,2,16,1,3pm
622,2600,64,10,247,33,277,1195,2,12,1,9am
623,2942,71,16,499,3,4656,3211,1,23,1,Noon
624,2718,90,18,30,-2,2719,2207,5,29,1,3pm
625,2695,168,19,30,-1,2608,2291,5,30,1,9am
626,2669,31,3,342,17,696,1559,2,12,1,Noon
627,2753,103,20,108,24,2813,2123,5,29,1,3pm
628,2721,101,18,42,13,2730,2185,5,29,1,9am
629,2686,142,10,0,0,2592,2293,5,30,1,Noon
630,2676,119,5,0,0,2483,2352,5,16,1,3pm
631,2610,135,6,272,13,323,1256,2,12,1,9am
632,2706,137,18,60,-1,2714,2185,5,29,1,Noon
633,2709,323,24,127,59,2125,2563,2,29,1,3pm
634,2676,66,3,391,24,883,1745,2,12,1,9am
635,3201,70,8,331,59,2908,5058,1,29,1,Noon
636,2688,120,7,30,3,2644,2227,5,16,1,3pm
637,2685,11,2,30,4,2617,2241,5,16,1,9am
638,2684,347,6,0,0,2630,2215,5,16,1,Noon
639,2714,329,25,127,45,2207,2479,2,29,1,3pm
640,2766,38,5,85,-3,1813,2800,5,29,1,9am
641,2695,101,10,0,0,2778,2101,5,16,1,Noon
642,2690,35,6,0,0,2751,2123,5,16,1,3pm
643,2769,7,9,67,0,1832,2780,5,29,1,9am
644,2795,126,24,153,23,3259,1740,2,29,1,Noon
645,2740,332,27,175,70,2239,2432,2,29,1,3pm
646,3009,238,7,446,42,5071,1631,2,30,1,9am
647,2964,84,19,124,32,4607,1434,2,29,1,Noon
648,2783,332,30,255,114,2180,2467,2,29,1,3pm
649,2781,56,9,190,5,1987,2630,5,29,1,9am
650,2775,40,8,134,0,1940,2673,5,29,1,Noon
651,2781,39,3,60,11,1871,2739,5,29,1,3pm
652,2593,7,8,85,-5,335,1279,2,29,1,9am
653,3149,120,13,150,33,3438,4269,1,30,1,Noon
654,3044,345,5,342,20,4119,3538,1,29,1,3pm
655,2919,76,4,228,6,4914,2754,1,23,1,9am
656,2786,52,11,182,10,2005,2609,5,29,1,Noon
657,2780,13,8,124,4,1959,2652,5,23,1,3pm
658,2780,350,9,95,4,1936,2674,5,23,1,9am
659,2872,79,9,0,0,4336,1323,2,23,1,Noon
660,2796,27,2,240,20,2071,2546,5,29,1,3pm
661,2790,54,10,180,14,2024,2588,5,23,1,9am
662,2769,107,11,95,12,1663,2869,2,29,1,Noon
663,2719,48,7,361,33,1290,2177,2,12,1,3pm
664,2763,357,23,201,66,2728,2032,2,29,1,9am
665,3011,73,9,659,7,4341,3215,2,29,1,Noon
666,2955,65,13,481,42,4590,2967,1,29,1,3pm
667,3149,135,7,67,7,3282,4310,1,29,1,9am
668,2808,112,9,0,0,4034,1230,2,23,1,Noon
669,2811,352,13,228,35,2145,2464,2,29,1,3pm
670,3205,60,5,570,63,2797,4817,1,39,1,9am
671,2892,48,23,150,51,4337,1140,2,29,1,Noon
672,2922,293,14,283,6,5205,2218,2,29,1,3pm
673,2828,352,23,424,143,2556,2086,2,29,1,9am
674,2598,327,7,30,0,582,1482,2,20,1,Noon
675,2972,348,10,402,7,4565,2880,1,23,1,3pm
676,2834,348,26,430,139,2647,2005,2,29,1,9am
677,2810,42,14,300,64,1666,2620,2,29,1,Noon
678,2684,141,17,30,-1,1107,2047,5,30,1,3pm
679,2613,39,9,42,4,685,1626,2,20,1,9am
680,2647,234,2,323,18,726,1299,2,29,1,Noon
681,2667,95,9,541,13,691,1293,2,29,1,3pm
682,2942,305,8,379,13,5232,2110,2,29,1,9am
683,2971,340,15,85,18,4734,1131,2,29,1,Noon
684,2822,308,5,234,66,1758,2765,2,29,1,3pm
685,2661,60,11,30,-6,1045,1996,5,29,1,9am
686,2687,338,10,437,34,792,1350,2,29,1,Noon
687,3103,85,8,524,-5,3805,3589,1,29,1,3pm
688,3034,50,22,531,16,4252,3131,2,29,1,9am
689,2682,28,19,60,6,1110,2060,5,29,1,Noon
690,2876,343,22,532,181,2742,1894,2,29,1,3pm
691,2802,358,6,433,50,1718,2630,2,29,1,9am
692,2958,39,25,351,134,4440,932,2,29,1,Noon
693,2890,20,16,430,182,2954,1723,2,29,1,3pm
694,2707,5,18,42,6,1242,2190,5,23,1,9am
695,2706,9,21,108,14,1172,2123,5,29,1,Noon
696,2702,27,22,120,21,1149,2101,5,29,1,3pm
697,2686,29,23,95,36,1082,2036,2,29,1,9am
698,2727,52,17,0,0,1332,2278,5,23,1,Noon
699,2720,36,17,30,0,1308,2255,5,23,1,3pm
700,2733,44,13,30,-1,1350,2297,5,23,1,9am
701,2724,349,15,67,4,1302,2252,5,29,1,Noon
702,2619,13,4,42,3,819,1691,2,12,1,3pm
703,3195,83,11,366,53,2952,4401,1,23,1,9am
704,3139,106,6,531,13,3599,3690,1,29,1,Noon
705,2929,44,16,591,65,2698,1911,2,29,1,3pm
706,2849,293,22,120,44,2115,2646,2,29,1,9am
707,2733,90,5,60,-1,1364,2315,5,23,1,Noon
708,2803,333,20,182,56,3721,1124,2,29,1,3pm
709,2931,4,12,579,215,3018,1621,2,29,1,9am
710,2871,82,14,228,47,2385,2271,2,29,1,Noon
711,2737,99,13,30,-5,1406,2357,5,23,1,3pm
712,2730,135,1,60,-9,1383,2335,5,23,1,9am
713,2653,332,13,190,43,900,1722,2,29,1,Noon
714,2655,21,13,741,45,630,1652,2,29,1,3pm
715,2659,332,13,201,43,930,1749,2,29,1,9am
716,2665,0,10,190,32,930,1728,2,29,1,Noon
717,2871,92,32,218,97,4173,792,2,29,1,3pm
718,2988,217,7,446,72,5467,1437,2,29,1,9am
719,2920,316,29,433,186,3511,1265,2,29,1,Noon
720,2718,63,17,242,78,1142,2082,2,12,1,3pm
721,2682,66,8,547,15,812,1702,2,29,1,9am
722,2662,324,6,616,52,543,1765,2,29,1,Noon
723,3096,49,14,242,26,4180,2984,2,29,1,3pm
724,2975,38,11,633,245,3282,1381,2,12,1,9am
725,2653,93,12,511,43,424,1833,2,29,1,Noon
726,2876,314,26,295,121,3746,1074,2,29,1,3pm
727,2969,35,4,531,99,2930,1679,2,12,1,9am
728,2662,119,10,531,52,481,1841,2,29,1,Noon
729,2919,108,7,85,3,5022,1841,2,19,1,3pm
730,2738,270,12,30,7,1506,2461,5,29,1,9am
731,2673,27,23,30,11,1113,1800,2,20,1,Noon
732,2696,276,11,120,29,1167,1776,2,30,1,3pm
733,2694,56,14,480,27,866,1782,2,12,1,9am
734,3024,56,17,67,6,4397,2584,2,29,1,Noon
735,2986,174,18,234,17,4805,644,2,30,1,3pm
736,2860,332,5,485,105,1964,2905,2,30,1,9am
737,2690,40,11,495,-20,800,1820,2,12,1,Noon
738,2987,169,17,390,43,4629,547,2,29,1,3pm
739,2787,96,17,218,32,1767,2718,2,29,1,9am
740,2934,299,25,418,171,3736,1044,2,29,1,Noon
741,2712,304,7,190,45,1146,1862,2,12,1,3pm
742,2954,160,13,390,51,3012,1608,2,12,1,9am
743,2750,68,7,30,1,1676,2631,5,23,1,Noon
744,3044,57,16,108,-5,4295,2589,2,29,1,3pm
745,2719,52,10,371,8,812,1935,1,12,1,9am
746,2764,76,7,323,32,1437,2372,2,12,1,Noon
747,3034,61,17,212,-9,4325,2491,2,29,1,3pm
748,2753,230,14,175,40,1398,2315,2,12,1,9am
749,3109,26,7,30,-3,3947,2962,1,29,1,Noon
750,2936,100,13,300,20,4687,2012,2,29,1,3pm
751,2875,331,15,277,43,2506,2402,2,29,1,9am
752,2878,273,20,134,61,4085,738,2,29,1,Noon
753,2856,66,14,371,36,2086,2905,2,30,1,3pm
754,2976,211,7,509,45,3599,1022,2,29,1,9am
755,2747,9,6,150,22,1380,2182,2,12,1,Noon
756,2703,47,8,319,1,666,1813,1,12,1,3pm
757,3073,99,20,216,-12,4133,2624,2,29,1,9am
758,2932,93,9,124,16,4860,342,2,30,1,Noon
759,2889,323,24,277,43,2605,2315,2,29,1,3pm
760,3146,85,9,192,33,3755,3099,1,29,1,9am
761,2651,64,9,127,3,335,1559,2,12,1,Noon
762,2942,170,12,323,-45,4552,2051,2,29,1,3pm
763,2534,108,2,247,13,234,1395,2,9,1,9am
764,2774,10,7,306,39,1691,2621,2,12,1,Noon
765,2732,43,9,0,0,1566,2455,2,20,1,3pm
766,2916,228,12,67,7,4975,1507,2,30,1,9am
767,2744,118,18,42,13,1531,2334,2,12,1,Noon
768,2711,171,6,108,9,845,1803,1,12,1,3pm
769,3021,68,8,201,26,4134,2493,1,29,1,9am
770,3032,87,12,277,71,5328,671,2,30,1,Noon
771,2904,53,26,30,9,4975,256,2,30,1,3pm
772,2866,122,6,242,46,2335,2730,2,29,1,9am
773,2539,24,6,120,-3,446,1208,2,9,1,Noon
774,2895,357,13,60,10,4236,514,1,29,1,3pm
775,2903,146,10,443,42,2766,2219,2,29,1,9am
776,3086,123,10,319,36,3684,2970,1,29,1,Noon
777,3083,45,5,256,49,3776,2850,1,29,1,3pm
778,2924,9,6,255,50,3095,1855,2,29,1,9am
779,2740,56,15,162,10,1442,2151,2,12,1,Noon
780,3109,60,16,319,55,3599,3031,1,29,1,3pm
781,2935,7,16,67,22,4198,457,2,29,1,9am
782,2914,104,4,391,41,2989,1995,2,29,1,Noon
783,2686,45,2,0,0,616,1383,1,12,1,3pm
784,2564,44,18,67,21,680,1052,2,9,1,9am
785,3010,203,16,484,159,5519,760,2,30,1,Noon
786,2753,111,6,90,-3,1897,2791,2,12,1,3pm
787,2719,6,5,67,-3,1194,1848,1,12,1,9am
788,2699,45,1,60,4,834,1510,1,12,1,Noon
789,2925,82,5,424,51,3066,1948,2,29,1,3pm
790,2821,102,13,242,60,2134,3013,1,12,1,9am
791,2754,101,11,85,19,1588,2148,2,12,1,Noon
792,2693,5,12,120,0,828,1383,2,12,1,3pm
793,2674,344,7,234,-2,626,1116,2,12,1,9am
794,3178,83,6,306,46,3209,3398,1,29,1,Noon
795,2826,76,13,234,55,2174,2970,1,12,1,3pm
796,2725,95,8,0,0,1490,2026,1,20,1,9am
797,2961,97,20,150,47,3636,1218,2,29,1,Noon
798,2939,88,7,342,57,3234,1812,2,29,1,3pm
799,2761,181,10,42,4,2117,3019,2,12,1,9am
800,2764,148,6,175,20,1816,2307,2,12,1,Noon
801,2971,322,22,361,158,4671,258,2,29,1,3pm
802,2992,355,8,67,0,4095,589,1,29,1,9am
803,2525,80,7,67,-8,706,916,1,16,1,Noon
804,2750,60,4,0,0,2154,2976,2,20,1,3pm
805,2742,345,7,30,2,1597,2033,1,20,1,9am
806,2695,15,7,285,1,819,1104,2,12,1,Noon
807,2993,346,10,300,16,4663,175,2,29,1,3pm
808,2972,0,16,210,20,4200,2112,2,24,1,9am
809,2931,30,14,391,50,3078,2093,2,29,1,Noon
810,2868,188,2,108,14,2616,2470,2,29,1,3pm
811,2976,252,3,212,95,5365,900,2,30,1,9am
812,2926,67,12,324,45,3055,2093,2,29,1,Noon
813,2853,293,9,42,9,2755,2329,1,29,1,3pm
814,2719,126,11,277,-10,1092,1302,2,23,1,9am
815,2624,109,14,127,14,911,655,2,9,1,Noon
816,2985,90,9,295,53,4375,1900,2,30,1,3pm
817,2909,77,10,120,6,4759,1499,2,30,1,9am
818,2911,130,30,108,52,5485,811,2,30,1,Noon
819,2780,357,14,85,13,2335,2952,2,23,1,3pm
820,2854,338,7,0,0,5493,703,2,20,1,9am
821,2856,2,14,0,0,5468,684,2,20,1,Noon
822,2997,315,5,30,1,4248,573,1,23,1,3pm
823,3152,65,9,120,13,2928,3526,1,39,1,9am
824,2945,76,10,175,42,4542,1717,2,30,1,Noon
825,2821,63,14,30,-4,2496,2704,1,23,1,3pm
826,3002,166,4,258,22,4690,120,2,20,1,9am
827,3030,81,14,85,22,4414,408,1,30,1,Noon
828,3041,125,13,323,76,3971,2308,2,30,1,3pm
829,2878,339,20,30,15,5493,872,2,29,1,9am
830,2770,51,12,120,7,1528,1652,2,12,1,Noon
831,2733,89,15,582,20,1092,900,2,12,1,3pm
832,3159,62,15,150,20,2881,3518,1,29,1,9am
833,3123,94,12,342,33,3544,2758,1,30,1,Noon
834,2673,69,14,240,56,1084,553,2,29,1,3pm
835,2787,99,9,30,2,1964,2136,1,12,1,9am
836,2544,86,7,247,-16,1020,531,2,9,1,Noon
837,3162,55,10,190,23,2871,3501,2,29,1,3pm
838,2998,151,24,124,39,4140,2117,2,30,1,9am
839,2972,37,7,90,16,4242,920,2,23,1,Noon
840,2859,113,5,42,-1,2881,2250,1,30,1,3pm
841,2851,43,17,255,37,2599,2771,2,29,1,9am
842,2601,48,11,162,-18,1243,342,2,22,1,Noon
843,2814,5,9,201,48,1829,1884,2,12,1,3pm
844,3025,96,7,234,17,4437,726,2,29,1,9am
845,2955,3,13,42,3,4224,2039,2,30,1,Noon
846,2869,325,15,120,13,2898,2310,1,29,1,3pm
847,3067,133,11,242,43,3491,2771,1,30,1,9am
848,2905,248,3,95,11,4859,1490,2,29,1,Noon
849,3001,17,6,323,43,3929,1371,2,29,1,3pm
850,2712,72,12,391,88,1351,560,2,23,1,9am
851,3050,72,10,124,26,3538,2719,1,30,1,Noon
852,2882,37,10,0,0,5639,1040,2,23,1,3pm
853,2962,108,9,150,4,3840,1320,2,30,1,9am
854,2762,357,9,658,1,1529,900,2,23,1,Noon
855,3041,144,12,60,4,3476,2781,1,30,1,3pm
856,2984,132,11,153,26,3967,1245,2,30,1,9am
857,3090,131,14,124,46,3270,2986,1,30,1,Noon
858,3008,356,16,42,7,3719,2549,1,30,1,3pm
859,2900,66,17,42,6,5655,1116,2,30,1,9am
860,3014,234,21,285,115,5432,834,2,29,1,Noon
861,2898,254,7,30,6,4919,1552,5,23,1,3pm
862,2898,114,3,60,4,4948,1533,5,23,1,9am
863,2834,32,15,247,36,1897,1561,2,23,1,Noon
864,2780,96,5,582,21,1616,902,2,12,1,3pm
865,2896,276,7,30,5,4911,1575,5,23,1,9am
866,2898,352,3,60,6,4941,1556,5,23,1,Noon
867,2838,322,14,85,22,2379,2252,1,29,1,3pm
868,2802,91,11,540,18,1699,1084,2,12,1,9am
869,2891,292,8,0,0,4875,1617,5,23,1,Noon
870,2902,342,3,67,4,4963,1560,5,23,1,3pm
871,2853,39,10,350,55,2109,1834,2,12,1,9am
872,3025,194,15,342,112,5307,1396,2,29,1,Noon
873,2960,104,20,150,41,3479,1663,2,30,1,3pm
874,2932,113,15,85,19,3432,1734,2,30,1,9am
875,2896,351,8,30,3,4803,1702,5,23,1,Noon
876,2905,353,8,42,-3,4979,1590,5,23,1,3pm
877,2921,258,20,108,8,5066,1539,5,29,1,9am
878,3046,335,15,134,31,4530,1055,1,29,1,Noon
879,2752,68,11,418,65,1684,626,2,12,1,3pm
880,2904,9,13,30,5,4855,1687,5,23,1,9am
881,2906,87,10,212,42,3070,2513,2,12,1,Noon
882,2756,81,10,420,5,1717,664,2,12,1,3pm
883,2666,63,14,212,19,1176,228,2,23,1,9am
884,2654,78,11,272,7,1116,258,2,23,1,Noon
885,2975,354,40,474,0,4118,2250,2,29,1,3pm
886,3131,318,13,618,85,5272,872,2,29,1,9am
887,2913,321,16,95,14,4784,1771,5,23,1,Noon
888,2908,198,2,30,1,4954,1689,5,23,1,3pm
889,2910,266,4,42,2,4983,1673,5,23,1,9am
890,2770,68,3,330,11,1820,808,2,12,1,Noon
891,2914,113,11,0,0,4889,1747,5,23,1,3pm
892,2905,329,1,30,-3,4948,1714,5,23,1,9am
893,2917,280,11,108,4,5037,1667,5,23,1,Noon
894,2924,270,10,134,11,5066,1652,5,29,1,3pm
895,2987,236,21,365,74,5302,1537,2,29,1,9am
896,2999,347,13,150,21,4146,966,2,29,1,Noon
897,2878,290,12,218,55,2525,2244,1,29,1,3pm
898,2915,297,5,108,1,4736,1860,5,29,1,9am
899,2918,310,11,124,10,5031,1693,5,23,1,Noon
900,2925,205,5,175,12,5090,1664,5,29,1,3pm
901,2942,5,11,60,3,3542,1745,2,29,1,9am
902,2918,8,7,85,3,4731,1884,5,29,1,Noon
903,2931,267,16,242,18,5144,1664,5,29,1,3pm
904,2997,351,6,42,-2,3827,1302,2,30,1,9am
905,3037,346,13,418,0,3667,2696,2,29,1,Noon
906,2929,75,15,95,14,4696,1926,5,29,1,3pm
907,3174,350,13,700,66,5370,1050,2,29,1,9am
908,3082,79,2,212,32,4669,816,2,29,1,Noon
909,2841,96,5,295,57,2174,1558,2,12,1,3pm
910,2928,294,6,216,21,5075,1744,5,23,1,9am
911,2939,288,10,268,26,5134,1718,5,29,1,Noon
912,3103,356,12,134,10,3071,3237,1,30,1,3pm
913,3096,73,11,192,13,3187,3133,1,30,1,9am
914,3064,59,8,319,0,3362,2980,1,30,1,Noon
915,2917,50,11,30,2,4745,1939,5,23,1,3pm
916,2920,295,9,42,5,4833,1889,5,23,1,9am
917,2935,32,12,162,26,4981,1812,5,29,1,Noon
918,3129,38,11,190,36,2802,3489,1,30,1,3pm
919,2924,53,14,0,0,4740,1964,5,23,1,9am
920,2929,302,16,85,14,4858,1899,5,29,1,Noon
921,2936,22,11,201,27,5006,1825,5,29,1,3pm
922,2938,0,5,277,29,5095,1785,5,23,1,9am
923,3004,273,14,301,93,5754,1237,2,29,1,Noon
924,3168,203,6,700,60,5459,1140,2,29,1,3pm
925,3130,110,12,421,51,5271,1172,2,29,1,9am
926,2775,191,9,134,-11,2081,1140,2,12,1,Noon
927,2744,81,11,170,25,1702,642,2,29,1,3pm
928,2698,71,14,30,8,1554,564,2,20,1,9am
929,2927,68,11,0,0,4735,1989,5,23,1,Noon
930,2941,16,8,216,27,5002,1852,5,29,1,3pm
931,2942,350,9,242,33,5032,1838,5,29,1,9am
932,3112,133,12,210,33,5128,999,2,29,1,Noon
933,2931,114,6,30,4,4701,2030,5,23,1,3pm
934,2944,0,10,218,9,4998,1878,5,29,1,9am
935,2948,1,15,277,39,5057,1852,5,29,1,Noon
936,3038,13,9,376,58,4524,641,2,29,1,3pm
937,2953,13,18,182,18,4964,1919,5,29,1,9am
938,2954,344,16,242,19,5024,1892,5,29,1,Noon
939,2959,358,17,361,24,5143,1804,5,29,1,3pm
940,2980,66,15,175,-20,3896,1369,2,29,1,9am
941,2749,169,4,30,-2,1895,828,2,12,1,Noon
942,2943,282,13,60,8,4841,2002,5,29,1,3pm
943,2969,2,17,330,34,5109,1847,5,29,1,9am
944,3156,84,16,458,48,5416,1195,2,29,1,Noon
945,3060,95,22,454,136,4272,2359,2,29,1,3pm
946,2976,348,13,300,41,5076,1889,5,29,1,9am
947,2948,79,15,120,24,5493,1608,1,30,1,Noon
948,2851,323,11,170,5,2910,2518,1,23,1,3pm
949,2937,325,4,30,1,4774,2084,5,23,1,9am
950,3104,50,11,150,11,5205,882,2,29,1,Noon
951,2753,75,5,30,-1,2030,976,2,23,1,3pm
952,2666,132,12,42,1,1350,690,2,23,1,9am
953,2955,26,8,124,5,4592,2205,5,23,1,Noon
954,2953,19,9,67,3,4651,2172,5,23,1,3pm
955,3129,44,13,722,65,3606,2896,2,29,1,9am
956,2996,34,11,400,61,5155,1889,1,29,1,Noon
957,2859,125,18,127,28,2738,2173,2,12,1,3pm
958,2979,265,10,242,44,4973,2037,1,29,1,9am
959,2955,86,9,258,41,3580,2142,2,12,1,Noon
960,2948,310,8,60,-1,4761,2188,5,29,1,3pm
961,3146,84,7,306,38,5464,1036,2,29,1,9am
962,2683,98,18,67,14,1418,812,2,23,1,Noon
963,3159,346,12,642,102,3833,2779,2,30,1,3pm
964,2952,54,4,85,0,4609,2290,5,23,1,9am
965,2950,328,9,30,8,4729,2229,5,23,1,Noon
966,2953,323,9,60,8,4759,2215,5,29,1,3pm
967,2861,164,9,180,30,2863,2290,2,12,1,9am
968,3165,343,13,649,72,3353,3158,1,30,1,Noon
